ID,Station Name,Access,Owner,Last_Used,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode
205527,El Rodeo Mexican Restaurant,public,Non-Networked,2022-02-10,,,2.0,2032 W Main St,Salem,VA,24153
205528,Shelor Chevrolet,public,Non-Networked,2022-02-10,,,1.0,2265 Roanoke St,Christiansburg,VA,24073
205529,Montgomery County Government Center,public,Non-Networked,2022-02-10,,,2.0,755 Roanoke St,Christiansburg,VA,24073
205530,Gigi's Cupcakes,public,Non-Networked,2022-02-10,,,2.0,210 Laurel St NE,Christiansburg,VA,24073
205532,Hume Center for National Security and Technology,public,Non-Networked,2022-02-10,,,2.0,1311 Research Center Dr,Blacksburg,VA,24060
205533,Hethwood Recreation Center,public,Non-Networked,2022-02-10,,,1.0,2210 Tall Oaks Dr,Blacksburg,VA,24060
205534,Campus Automotive,public,Non-Networked,2022-02-10,,,2.0,1208 N Main St,Blacksburg,VA,24060
205535,Dancing Bear Inn,public,Non-Networked,2022-02-10,,,2.0,203 E Laurel Ave,Damascus,VA,24236
205647,Capitol Crossing,public,Blink Network,2024-10-10,,,4.0,200 Massachusetts Ave NW,Washington,DC,20001
205719,BGE - SHA Hanover,public,SHELL_RECHARGE,2024-10-10,1.0,,6.0,7491 Connelley Drive,Hanover,MD,21076
205720,BGE - State Center,public,SHELL_RECHARGE,2024-10-10,,,8.0,1030 Mason St,Baltimore,MD,21201
205821,TOWNEPLACE SUITES BY MARRIOTT,public,EV Connect,2024-10-10,,,2.0,5 Caroline Dr,Front Royal,VA,22630
205827,Metropolitan Square Garage,public,Blink Network,2024-10-10,,,8.0,655 15th Street NW,Washington,DC,20005
205881,DPL - Salisbury University Maintenance Building,public,SHELL_RECHARGE,2024-10-10,,,2.0,1123 S Division St,Salisbury,MD,21804
205884,SMECO - Calvert Marine Museum,public,SHELL_RECHARGE,2024-10-10,,,2.0,14200 Solomons Island Rd. S.,Solomons,MD,20688
205900,Reston Station,public,Blink Network,2024-10-10,,,4.0,1900 Reston Station Boulevard,Reston,VA,20190
205929,MCCOART BLDG #9-10,public,ChargePoint Network,2024-10-10,,,2.0,1 County Complex Ct,Woodbridge,VA,22192
205930,MCCOART BLDG #3-4,public,ChargePoint Network,2024-10-10,,,2.0,1 County Complex Ct,Woodbridge,VA,22192
205931,MCCOART BLDG #7-8,public,ChargePoint Network,2024-10-10,,,2.0,1 County Complex Ct,Woodbridge,VA,22192
205932,MCCOART BLDG #5-6,public,ChargePoint Network,2024-10-10,,,2.0,1 County Complex Ct,Woodbridge,VA,22192
205933,MCCOART BLDG #1-2,public,ChargePoint Network,2024-10-10,,,2.0,1 County Complex Ct,Woodbridge,VA,22192
205961,Pepco - Springhill Lake Recreational Center,public,SHELL_RECHARGE,2024-10-10,,,1.0,6101 Cherrywood Lane,Greenbelt,MD,20770
205962,Pepco - Prince Georges County Dept of Housing,public,SHELL_RECHARGE,2024-10-10,,,4.0,9200 Basil Ct,Upper Marlboro,MD,20774
205963,SMECO - Calvert Courthouse Annex,public,SHELL_RECHARGE,2024-10-10,,,2.0,176 Main St,Prince Frederick,MD,20678
206010,1801 Rockville Pike,public,Blink Network,2024-10-10,,,2.0,1801 Rockville Pike,Rockville,MD,20852
206056,33000,public,Blink Network,2024-10-10,,,2.0,7160 Riverwood Drive,Columbia,MD,21046
206058,Union Place,public,Blink Network,2024-10-10,,,2.0,200 K Street NE,Washington,DC,20002
206099,ANSEL RTC PHASE II#4,public,ChargePoint Network,2024-10-10,,,2.0,33 Monroe St,Rockville,MD,20850
206129,Hampton Inn & Suites,public,Blink Network,2024-10-10,,,6.0,1150 Motel Drive,Woodstock,VA,22664
206145,HARBORS HARBORS #3,public,ChargePoint Network,2024-10-10,,,1.0,1 Colley Ave,Norfolk,VA,23510
206171,DPL - Crouse Park Visitor and Heritage Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,3 Crouse Park Ln,Denton,MD,21629
206172,BGE - HCC C Lot,public,SHELL_RECHARGE,2024-10-10,,,4.0,401 Thomas Run Rd,Bel Air,MD,21015
206276,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,601  Hoagie Drive,Bel Air,MD,21014
206309,WATERVIEW RES 1 STATION2,public,ChargePoint Network,2024-10-10,,,1.0,Arlington (Rosslyn),Arlington,VA,22209
206310,WATERVIEW RES 1 STATION1,public,ChargePoint Network,2024-10-10,,,1.0,1919 N Lynn St,Arlington,VA,22209
206387,TATTERSALL TATTERSALL 1,public,ChargePoint Network,2024-10-10,,,2.0,505 Cap Stone Arch,Chesapeake,VA,23323
206388,TATTERSALL TATTERSALL 2,public,ChargePoint Network,2024-10-10,,,2.0,505 Cap Stone Arch,Chesapeake,VA,23323
206392,BGE - Leon Day Park,public,SHELL_RECHARGE,2024-10-10,,,4.0,1200 N Franklintown Rd,Baltimore,MD,21216
206402,Garages,public,Blink Network,2024-10-10,,,2.0,"7323 R 12th ST., NW",Washington,DC,20012
206426,HARBORS HARBOR #2,public,ChargePoint Network,2024-10-10,,,2.0,1 Colley Ave,Norfolk,VA,23510
206427,THE CURRENT STATION 12,public,ChargePoint Network,2024-10-10,,,2.0,424 Hull St,Richmond,VA,23224
206526,"Westfield Wheaton (Siver Spring, MD)",public,Electrify America,2024-10-10,6.0,,,11160 Veirs Mill Rd,Silver Spring,MD,20902
206619,Rising Sun Town Centre,public,SHELL_RECHARGE,2024-10-10,,,2.0,24 Rising Sun Town Center,Rising Sun,MD,21911
206693,Founders Row Parking Garage,public,Blink Network,2024-10-10,,,10.0,110 Founders Ave,Falls Church,VA,22046
206753,SMECO - Southern Community Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,20 Appeal Ln,Lusby,MD,20657
206890,CMA CGM STATION CMA CGM #2,public,ChargePoint Network,2024-10-10,,,2.0,5701 Lake Wright Dr,Norfolk,VA,23502
206926,SMECO - Indian Head Pavilion,public,SHELL_RECHARGE,2024-10-10,,,2.0,4200 Indian Head Hwy,Indian Head,MD,20640
206986,BGE - HCC J Lot,public,SHELL_RECHARGE,2024-10-10,,,4.0,401 Thomas Run Rd,Bel Air,MD,21015
207072,MGM RESORTS INT NAT HARBOR L2S1,public,ChargePoint Network,2024-10-10,,,2.0,101 MGM National Ave,Oxon Hill,MD,20745
207376,Center of Excellence (Lab - For Testing Purpose Only),public,Electrify America,2024-10-10,22.0,,2.0,21660 Red Rum Dr,Ashburn,VA,20147
207471,BGE - Sandy Point,public,SHELL_RECHARGE,2024-10-10,,,6.0,1100 E College Pkwy,Annapolis,MD,21409
207487,HRC STATION 1,public,ChargePoint Network,2024-10-10,,,2.0,4042 Santoro Pl,Suffolk,VA,23435
207488,HRC STATION 2,public,ChargePoint Network,2024-10-10,,,2.0,4042 Santoro Pl,Suffolk,VA,23435
207553,Topgolf - National Harbor,public,SHELL_RECHARGE,2024-10-10,,,1.0,6400 Clipper Way,Oxon Hill,MD,20745
207662,CURVE 6100 CURVE6100 APTS,public,ChargePoint Network,2024-10-10,,,2.0,6100 Lincolnia Rd,Alexandria,VA,22312
207933,655 New York Ave NW,public,Blink Network,2024-10-10,,,10.0,655 New York Avenue Northwest,Washington,DC,20001
207936,1625 NE CONDOS STATION 2,public,ChargePoint Network,2024-10-10,,,2.0,1625 Eckington Pl NE,Washington,DC,20002
207960,"BOA MDW-215 (Potomac, MD)",public,Electrify America,2024-10-10,4.0,,,10000 Falls Road,Rockville,MD,20854
211700,DPL - Elkton District Court,public,SHELL_RECHARGE,2024-10-10,,,2.0,143-199 Howard ST,Elkton,MD,21291
211701,BGE - HCC T Lot,public,SHELL_RECHARGE,2024-10-10,,,6.0,401 Thomas Run Rd,Bel Air,MD,21015
211749,DPL - Stockton Park,public,SHELL_RECHARGE,2024-10-10,,,4.0,5520 Hursley Rd.,Stockton,MD,21864
211763,JBG - 800 Glebe,public,Blink Network,2024-10-10,,,2.0,800 N. Glebe Rd,Arlington,VA,22203
211827,ARLINGTON CO. LB AQUATICS 3,public,ChargePoint Network,2024-10-10,,,2.0,333 Long Bridge Drive,Arlington,VA,22202
211828,ARLINGTON CO. LB AQUATICS 1,public,ChargePoint Network,2024-10-10,,,2.0,333 Long Bridge Drive,Arlington,VA,22202
211829,ARLINGTON CO. LB AQUATICS 4,public,ChargePoint Network,2024-10-10,,,2.0,333 Long Bridge Drive,Arlington,VA,22202
211830,ARLINGTON CO. LB AQUATICS 2,public,ChargePoint Network,2024-10-10,,,2.0,333 Long Bridge Drive,Arlington,VA,22202
211904,Royal Farms - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,9180 Fingerboard Road,Urbana,MD,21704
211907,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,2740  North Salisbury Boulevard,Salisbury,MD,21801
212130,WOLF TRAP BARNS@WOLF TRAP,public,ChargePoint Network,2024-10-10,,,2.0,1645 Trap Rd,Vienna,VA,22182
212131,WOLF TRAP WOLF TRAP 2,public,ChargePoint Network,2024-10-10,,,2.0,1551 Trap Rd,Vienna,VA,22182
212133,WOLF TRAP WOLF TRAP 1,public,ChargePoint Network,2024-10-10,,,2.0,1551 Trap Rd,Vienna,VA,22182
212201,RCUOA CHARGER ROTONDA 1,public,ChargePoint Network,2024-10-10,,,2.0,8360 Greensboro Dr,McLean,VA,22102
212230,POTOMAC EDISON MT AIRY LIBRARY,public,ChargePoint Network,2024-10-10,,,2.0,705 Ridge Ave,Mount Airy,MD,21771
212521,North Point Village Center VA Baskin Robbins,public,SHELL_RECHARGE,2024-10-10,,,2.0,1452 Reston Pkwy,Reston,VA,20194
212527,Centro Arlington,public,SHELL_RECHARGE,2024-10-10,,,2.0,950 S George Mason Drive,Arlington,VA,22204
212529,Wegmans Dulles 28 Centre,public,SHELL_RECHARGE,2024-10-10,,,2.0,45131 Columbia Place,Sterling,VA,20166
212534,Falls Plaza West Shopping Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,1230 West Broad Street,Falls Church,VA,22046
212535,Graham Park Plaza,public,SHELL_RECHARGE,2024-10-10,,,2.0,7235 Arlington Blvd,Falls Church,VA,22042
212539,Giant Food - East Glebe,public,SHELL_RECHARGE,2024-10-10,,,2.0,621 East Glebe Street,Alexandria,VA,22305
212551,The Giant Company 6558,public,SHELL_RECHARGE,2024-10-10,,,2.0,409 N. McNeil Rd,Berryville,VA,22611
212593,The Vine,public,Blink Network,2024-10-10,,,8.0,10945 Price Manor Way,Laurel,MD,20723
212680,No Contacts Offline,public,Blink Network,2024-10-10,,,3.0,4961 Tesla Drive,Bowie,MD,20715
212681,Westminster Canterbury,public,Blink Network,2024-10-10,,,2.0,3100 Shore Drive,Virginia Beach,VA,23451
212731,"BOA Alexandria VA9-666 (Alexandria, VA)",public,Electrify America,2024-10-10,4.0,,,600 N. WASHINGTON ST.,Alexandria,VA,22314
212736,7-Eleven,public,Non-Networked,2022-04-06,,,1.0,13350 Baltimore Ave,Laurel,MD,20707
212744,Royal Farms - Tesla Supercharger,public,Tesla,2024-07-01,4.0,,,4317  Lankford Highway,Exmore,VA,23350
212928,Pepco - Harmony Hall Regional Center,public,SHELL_RECHARGE,2024-10-10,,,4.0,10701 Livingston Rd,Fort Washington,MD,20744
212929,Pepco - Langley Park Community Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,8201 15th Ave Dr,Hyattsville,MD,20783
213028,"PREIT Mall at Prince George's (Hyattsville, MD)",public,Electrify America,2024-10-10,4.0,,,3500 East-West Hwy,Hyattsville,MD,20782
213054,STERLING BMW STATION JAMAL,public,ChargePoint Network,2024-10-10,,,2.0,21710 Auto World Cir,Sterling,VA,20166
213055,STERLING BMW STATION SINDI,public,ChargePoint Network,2024-10-10,,,2.0,21710 Auto World Cir,Sterling,VA,20166
213056,STERLING BMW STATION SUZY Q,public,ChargePoint Network,2024-10-10,,,2.0,21710 Auto World Cir,Sterling,VA,20166
213146,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,5601  Buckeystown Pike,Frederick,MD,21704
213147,JBG - Tesla Supercharger,public,Tesla,2024-07-01,12.0,,,15201 Potomac Town Place,Woodbridge,VA,22191
213170,Residence Inn Arlington - Ballston,public,Blink Network,2024-10-10,,,1.0,650 N Quincy Street,Arlington,VA,22203
213184,CENTRAL CENTRAL 3,public,ChargePoint Network,2024-10-10,,,2.0,8455 Fenton St,Silver Spring,MD,20910
213194,ALEXANDRIA KIA ALEXANDRIA CH 1,public,ChargePoint Network,2024-10-10,,,1.0,8670 Richmond Hwy,Alexandria,VA,22309
213205,Pepco - Tanglewood Park,public,SHELL_RECHARGE,2024-10-10,,,2.0,8339 Woodyard Rd,Clinton,MD,20735
213206,Pepco - Lake Arbor Community Center,public,SHELL_RECHARGE,2024-10-10,,,4.0,10100 Lake Arbor Way,Mitchellville,MD,20721
213207,SMECO - Calvert Board of Ed,public,SHELL_RECHARGE,2024-10-10,,,2.0,1305 Dares Beach Rd,Prince Frederick,MD,20678
213266,Anthem Blue Cross Blue Shield,public,ChargePoint Network,2022-04-06,,,2.0,2000 Maywill St,Richmond,VA,23230
213267,Small Country Campground,public,Non-Networked,2022-04-06,,2.0,,4400 Byrd Mill Rd,Louisa,VA,23093
213315,The Alaire,public,Blink Network,2024-10-10,,,2.0,5750 Fishers Lane,Rockville,MD,20852
213316,Main Location,public,Blink Network,2024-10-10,,,2.0,4961 Tesla Dr Ste A,Bowie,MD,20715
213329,STONEBRIDGECX CX-P4WESTRETAIL,public,ChargePoint Network,2024-10-10,,,2.0,2495 Mandeville Lane,Alexandria,VA,22314
213330,STONEBRIDGECX CX-P1EAST,public,ChargePoint Network,2024-10-10,,,2.0,2495 Mandeville Ln,Alexandria,VA,22314
213331,STONEBRIDGECX CX-P1WEST,public,ChargePoint Network,2024-10-10,,,2.0,2424 Mill Rd,Alexandria,VA,22314
213403,Super 8 Christiansburg,public,Blink Network,2024-10-10,,,4.0,55 Laurel St NE,Christiansburg,VA,24073
213440,BGE-89 Northwest St,public,SHELL_RECHARGE,2024-10-10,,,4.0,89 Northwest St,Annapolis,MD,21401
213450,1275 New Jersey Ave,public,Blink Network,2024-10-10,,,6.0,1275 New Jersey Avenue Southeast,Washington,DC,20003
213483,THE BLAKE LEVEL 2 STN 1,public,ChargePoint Network,2024-10-10,,,2.0,2000 N Beauregard St,Alexandria,VA,22311
213484,THE BLAKE LEVEL 6 STN 1,public,ChargePoint Network,2024-10-10,,,2.0,2000 N Beauregard St,Alexandria,VA,22311
213485,THE BLAKE LEVEL 4 STN 1,public,ChargePoint Network,2024-10-10,,,2.0,2000 N Beauregard St,Alexandria,VA,22311
213486,THE BLAKE LEVEL 5 STN 1,public,ChargePoint Network,2024-10-10,,,2.0,2000 N Beauregard St,Alexandria,VA,22311
213604,SMECO - CSM Prince Frederick,public,SHELL_RECHARGE,2024-10-10,,,2.0,115 JW Williams Rd,Prince Frederick,MD,20678
213674,MCDOT-PARKING GARAGE 60,public,ChargePoint Network,2024-10-10,,,2.0,921 Wayne Ave,Silver Spring,MD,20910
213772,SCIENCE MUSEUM SMV EV 1,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213773,SCIENCE MUSEUM SMV EV 2,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213779,SCIENCE MUSEUM SMV EV 5,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213780,SCIENCE MUSEUM SMV EV 4,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213781,SCIENCE MUSEUM SMV EV 3,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213782,SCIENCE MUSEUM SMV EV 6,public,ChargePoint Network,2024-10-10,,,1.0,2600 W Broad St,Richmond,VA,23230
213830,STERLING BMW MINI SHOWROOM,public,ChargePoint Network,2024-10-10,,,1.0,21710 Auto World Cir,Sterling,VA,20166
213831,STERLING BMW BMW SHOWROOM,public,ChargePoint Network,2024-10-10,,,1.0,21710 Auto World Cir,Sterling,VA,20166
213885,THE BLAKE LEVEL 1 STN 1,public,ChargePoint Network,2024-10-10,,,1.0,2000 N Beauregard St,Alexandria,VA,22311
213909,Pepco - PG Plaza Community Center,public,SHELL_RECHARGE,2024-10-10,,,2.0,6600 Adelphi Rd,Hyattsville,MD,20782
213910,Pepco - North Barnaby Splash Park,public,SHELL_RECHARGE,2024-10-10,,,2.0,5000 Wheeler Rd,Marlow Heights,MD,20748
213999,New Town Commercial Association,public,Blink Network,2024-10-10,,,2.0,4935 Courthouse St,Williamsburg,VA,23188
214077,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,9600 Fort Meade Road,Laurel,MD,20707
214141,Pepco - Kentland Community Center,public,SHELL_RECHARGE,2024-10-10,,,4.0,2413 Pinebrook Ave,Hyattsville,MD,20785
214142,Pepco - Peppermill Village Community Center,public,SHELL_RECHARGE,2024-10-10,,,4.0,610 Hill Rd.,Hyattsville,MD,20785
214223,DPL - Salisbury University Wayne St Garage,public,SHELL_RECHARGE,2024-10-10,,,3.0,1304 Wayne Street,Salisbury,MD,21804
214229,SemaConnect US R&D,public,Blink Network,2024-10-10,1.0,,9.0,4961 Tesla Drive,Bowie,MD,20715
214263,PGCMLS HY LIBRARY 2,public,ChargePoint Network,2024-10-10,,,2.0,6530 Adelphi Rd,Hyattsville,MD,20782
214264,PGCMLS HY LIBRARY 3,public,ChargePoint Network,2024-10-10,,,2.0,6530 Adelphi Rd,Hyattsville,MD,20782
214265,PGCMLS HY LIBRARY 1,public,ChargePoint Network,2024-10-10,,,1.0,6530 Adelphi Rd,Hyattsville,MD,20782
214289,Lakeside Retail / Office Center,public,Blink Network,2024-10-10,,,4.0,8865 Stanford Blvd,Columbia,MD,21045
214321,DPL - John Hargreaves District Court,public,SHELL_RECHARGE,2024-10-10,,,6.0,207 S 3rd St,Denton,MD,21629
214323,"Westfield Montgomery Mall (Montgomery, MD)",public,Electrify America,2024-10-10,6.0,,,7101 Democracy Blvd,Bethesda,MD,20817
214344,HHC COLUMBIA 1MW-5FL,public,ChargePoint Network,2024-10-10,,,2.0,10970 Grantchester Wy,Columbia,MD,21044
214727,UMCES Car Port,public,Blink Network,2024-10-10,,,4.0,2020 Horns Point Road,Cambridge,MD,21613
214917,BGE - HCC A Lot,public,SHELL_RECHARGE,2024-10-10,2.0,,2.0,401 Thomas Run Rd,Bel Air,MD,21015
214918,BGE - Westminster Senior Center,public,SHELL_RECHARGE,2024-10-10,,,4.0,125 Stoner Ave,Westminster,MD,21157
214947,SMECO - CSM Leonardtown,public,SHELL_RECHARGE,2024-10-10,,,2.0,22950 Hollywood Rd,Leonardtown,MD,20650
216366,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,4.0,,,12341 Washington Highway Washington Highway,Ashland,VA,23005
216367,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,601 California Drive Northeast,Leesburg,VA,20176
216411,WILLIAMSBURGKIA DC CHARGER,public,ChargePoint Network,2024-10-10,1.0,,,3012 Richmond Road,Williamsburg,VA,23185
216427,Leeward Ventures,public,Blink Network,2024-10-10,,,2.0,2330 Bowdens Ferry Rd,Norfolk,VA,23508
216436,Three Irvington Center,public,Blink Network,2024-10-10,,,1.0,800 King Farm Blvd.,Rockville,MD,20850
216512,NVCC Annandale Campus Parking Garage,public,Blink Network,2024-10-10,,,4.0,8440 Center Drive,Annandale,VA,22003
216556,BGE - 2660 Riva Rd,public,SHELL_RECHARGE,2024-10-10,2.0,,4.0,2660 Riva Rd,Annapolis,MD,21401
216562,EMOB,public,Blink Network,2024-10-10,,,2.0,5901 E. Lombard St,Baltimore,MD,21224
216563,Verde at Greenbelt Station,public,Blink Network,2024-10-10,,,2.0,8010 Greenbelt Station Pkwy,Greenbelt,MD,20770
216564,"Virginia Hospital Center, Purple Garage",public,Blink Network,2024-10-10,,,6.0,5110 19th Street North,Arlington,VA,22207
216614,Pepco - Fairmount Heights,public,SHELL_RECHARGE,2024-10-10,,,2.0,6005 J St.,Capitol Heights,MD,20743
217120,Robert Woodall Chevrolet Buick Cadillac,private,EV Connect,2022-06-14,2.0,,,1063 Riverside Dr,Danville,VA,24540
217129,901 F,public,Blink Network,2024-10-10,,,2.0,901 F St. NW,Washington,DC,20004
217252,Prosperity Ave,public,Blink Network,2024-10-10,,,4.0,2677 Prosperity Avenue,Fairfax,VA,22031
217284,DC CORRIDOR CABIN JOHN DC1,public,ChargePoint Network,2024-10-10,1.0,,,11355 Seven Locks Rd,Potomac,MD,20854
217285,DC CORRIDOR CABIN JOHN DC3,public,ChargePoint Network,2024-10-10,1.0,,,11355 Seven Locks Rd,Potomac,MD,20854
217310,Marina Bay Hotel & Suites,public,Blink Network,2024-10-10,,,4.0,3801 Main Street,Chincoteague,VA,23336
217449,POTOMAC EDISON WESTERNPORT,public,ChargePoint Network,2024-10-10,,,2.0,47 Main St,Westernport,MD,21562
217453,DPL - Salisbury Downtown Parking Garage,public,SHELL_RECHARGE,2024-10-10,,,2.0,115 E Market St.,Salisbury,MD,21801
218173,Pepco - Big Pines Local Park,public,SHELL_RECHARGE,2024-10-10,,,2.0,13900 Travilah Rd,Gaithersburg,MD,20878
218243,1771 N Street,public,Blink Network,2024-10-10,,,2.0,1771 N Street NW,Washington,DC,20036
218434,MTA MARC MONOCACY,public,ChargePoint Network,2024-10-10,,,2.0,7800 Genstar Dr,Frederick,MD,21704
218482,SERVICE SIDE GUEST 2,public,ChargePoint Network,2024-10-10,,,2.0,4980 Virginia Beach Blvd,Virginia Beach,VA,23462
218528,BGE-Eastport,public,SHELL_RECHARGE,2024-10-10,2.0,,4.0,269 Hillsmere Dr,Annapolis,MD,21403
218531,BGE-Roger Carter,public,SHELL_RECHARGE,2024-10-10,,,4.0,3000 Milltowne Dr,Ellicott City,MD,21041
218654,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,20 South Providence Road,Richmond,VA,23236
218990,SMECO - The Barns at New Market,public,SHELL_RECHARGE,2024-10-10,,,2.0,29133 Thompson Corner Rd,Mechanicsville,MD,20659
219478,SOUTH FLORIDA STATION 1,public,ChargePoint Network,2024-10-10,,,2.0,5380 Olde Towne Rd,Williamsburg,VA,23188
219738,Garage 2A,public,Blink Network,2024-10-10,,,16.0,"Riley St  SW, Washington DC, 20024",Washington,DC,20024
219846,Super 8,public,Blink Network,2024-10-10,,,2.0,1007 Millwood Pike,Winchester,VA,22602
219854,HAMPTON PLAZA LEVEL C1,public,ChargePoint Network,2024-10-10,,,2.0,300 E Joppa Rd,Baltimore,MD,21286
219882,SMECO - CSM LaPlata,public,SHELL_RECHARGE,2024-10-10,,,2.0,8730 Mitchell Rd,La Plata,MD,20646
220198,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,7847  Compass Point Lane,Mechanicsville,VA,23111
220203,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,8.0,,,9801 Belair Rd,Perry Hall,MD,21128
220213,The Giant Company 6556,public,SHELL_RECHARGE,2024-10-10,,,2.0,22401 Jefferson Blvd,Smithsburg,MD,21783
220262,SMECO - Charlotte Hall Library,public,SHELL_RECHARGE,2024-10-10,1.0,,,37600 New Market Rd.,Charlotte Hall,MD,20622
220303,The Wharf Public Garage 3,public,Blink Network,2024-10-10,,,14.0,600 Water Street Southwest,Washington,DC,20024
220738,The Ritz Carlton Garage,public,Blink Network,2024-10-10,,,1.0,1750 Tysons Boulevard,Tysons,VA,22102
220745,1000 South Capitol,public,Blink Network,2024-10-10,,,5.0,1000 S Capitol St SE,Washington,DC,20003
220757,BERGLUND JLR CT4000,public,ChargePoint Network,2024-10-10,,,1.0,5000 Franklin Rd SW,Roanoke,VA,24014
220761,MERCEDES SERV MERCEDES ROA,public,ChargePoint Network,2024-10-10,,,2.0,5000 Franklin Rd SW,Roanoke,VA,24014
220801,Reston Corner 2,public,Blink Network,2024-10-10,,,2.0,12005 Sunrise Valley Drive,Reston,VA,20191
220914,DPL - Salisbury City Park,public,SHELL_RECHARGE,2024-10-10,,,4.0,535 S Park Drive,Salisbury,MD,21801
220915,BGE - MDA HQ,public,SHELL_RECHARGE,2024-10-10,2.0,,6.0,50 Harry S. Truman Pkwy,Annapolis,MD,21401
220984,Symphony Center Garage,public,Blink Network,2024-10-10,,,1.0,1030 Park Avenue,Baltimore,MD,21201
221025,Tribeca,public,Blink Network,2024-10-10,,,4.0,40N St. NE,Washington,DC,20002
221099,Wawa - Tesla Supercharger,public,Tesla,2024-07-01,12.0,,,10515 Baltimore Avenue,Beltsville,MD,20705
221144,JTOY TOYOTA SIDE,public,ChargePoint Network,2024-10-10,,,2.0,1508 Belair Rd,Bel Air,MD,21014
221241,The Willard,public,Blink Network,2024-10-10,,,8.0,5000 Waverly way,Owings Mills,MD,21117
221244,2112 PENN STATION 1,public,ChargePoint Network,2024-10-10,,,2.0,2112 Pennsylvania Ave NW,Washington,DC,20037
221249,HYUNDAI CP CENTER ISLAND 1,public,ChargePoint Network,2024-10-10,1.0,,,22514 Three Notch Rd,Lexington Park,MD,20653
221250,HYUNDAI CP CENTER ISLAND 2,public,ChargePoint Network,2024-10-10,1.0,,,22514 Three Notch Rd,Lexington Park,MD,20653
221252,HYUNDAI CP TOYOTA FRONT,public,ChargePoint Network,2024-10-10,,,2.0,22454 Three Notch Rd,Lexington Park,MD,20653
221384,HIEX-UVA EV STATION 2,public,ChargePoint Network,2024-10-10,,,2.0,1248 Richmond Rd,Charlottesville,VA,22911
221425,29 Central at Stonefield,public,Blink Network,2024-10-10,,,1.0,2150 Bond Street Ste 90,Charlottesville,VA,22901
221429,HADEN FLATS 91-92,public,ChargePoint Network,2024-10-10,,,1.0,1575 Anderson Rd,McLean,VA,22102
221476,WOODLEY P2 WOODLEY #1,public,ChargePoint Network,2024-10-10,,,2.0,2700 Woodley Rd NW,Washington,DC,20008
221519,Pepco - South Germantown Adventure Playground,public,SHELL_RECHARGE,2024-10-10,,,4.0,17920 Germantown Park Dr,Germantown,MD,20874
221812,Bowie Town Center Bowie MD,public,SHELL_RECHARGE,2024-10-10,,,4.0,15606 Emerald Way,Bowie,MD,20716
221813,Six Flags 13710 Central Avenue,public,SHELL_RECHARGE,2024-10-10,,,8.0,13710 Central Avenue,Bowie,MD,20721
221814,270 Center DCFC,public,SHELL_RECHARGE,2024-10-10,1.0,,,15790 Shady Grove Rd,Gaithersburg,MD,20877
221815,270 Center,public,SHELL_RECHARGE,2024-10-10,,,1.0,15790 Shady Grove Rd,Gaithersburg,MD,20877
221817,The Mall at Prince Georges Shoe City,public,SHELL_RECHARGE,2024-10-10,,,2.0,3500 East West Highway,Hyattsville,MD,20782
221819,Food Lion 9121 Centerville Rd,public,SHELL_RECHARGE,2024-10-10,,,2.0,9121 Centerville Rd.,Manassas,VA,20110
221946,Berglund Ford Buick GMC,public,Blink Network,2024-10-10,,,1.0,1415 Boxwood Terrace,Bedford,VA,24523
221952,Backside of West Wing of the Building,public,Blink Network,2024-10-10,,,1.0,150 Kings Manor Drive,Williamsburg,VA,23185
221953,High Street View - Phase II,public,Blink Network,2024-10-10,,,1.0,150 Kings Manor Dr,Williamsburg,VA,23185
221980,THE BLAKE LEVEL 1 STN 2,public,ChargePoint Network,2024-10-10,,,1.0,2000 N Beauregard St,Alexandria,VA,22311
221993,HGIBELAIR LEFT STATION,public,ChargePoint Network,2024-10-10,,,2.0,4150 Philadelphia Rd,Bel Air,MD,21015
221994,HGIBELAIR RIGHT STATION,public,ChargePoint Network,2024-10-10,,,2.0,4160 Philadelphia Rd,Bel Air,MD,21015
222130,Pepco - Argyle Local Park,public,SHELL_RECHARGE,2024-10-10,,,2.0,1030 Forest Glen Rd,Silver Spring,MD,20901
