ID,Fuel Type Code,Station Name,Street Address,State,City,Open Date,ZIP,EV Connector Types,EV Pricing,Latitude,Longitude,Access Code
383,ELEC,Metro Garage 1,5048 Painters Mill Road,MD,Owings Mills,12/9/2016,21117,J1772,$0.00-$2.00/Hr Variable Parking Fee,39.4058654,-76.7787821,public
384,ELEC,"Walgreens - Bel Air, MD #11999",1927 Emmorton Rd,MD,Bel Air,11/22/2011,21015,J1772,$2.00/Hr Parking Fee,39.5019452,-76.3265292,public
385,ELEC,The Yards at Fieldside Village,816 Long Dr,MD,Aberdeen,9/6/2019,21001,J1772,FREE,39.5328597,-76.1895162,public
386,ELEC,"Walgreens - Baltimore, MD #6779",9616 Hartford Road,MD,Baltimore,1/10/2012,21234,J1772,$2.00/Hr Parking Fee,39.396155,-76.523482,public
387,ELEC,St. John Properties,2560 Lord Baltimore Drive,MD,Baltimore,12/31/2011,21244,J1772,$1.00/Hr Parking Fee,39.325403,-76.751758,public
388,ELEC,The Gate at Aberdeen Proving Ground,"6180 Guardian Gateway, Suite 102",MD,Aberdeen Proving Ground,12/5/2015,21005,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.48913133,-76.1621383,public
389,ELEC,"Walgreens - Edgewood, MD #9342",1930 Pulaski Highway,MD,Edgewood,11/21/2011,21040,J1772,$2.00/Hr Parking Fee,39.4354502,-76.3141145,public
390,ELEC,Parks and People Foundation,2100 Liberty Heights Ave.,MD,Baltimore,12/26/2014,21217,J1772,FREE,39.319529,-76.651367,public
391,ELEC,MedStar Union Memorial Hospital,201 E. University Pkwy,MD,Baltimore,1/26/2017,21218,J1772,FREE,39.329267,-76.614289,public
392,ELEC,Johns Hopkins University,3101 Wyman Park Dr,MD,Baltimore,6/8/2011,21211,J1772,FREE,39.3259113,-76.6215812,public
393,ELEC,The Fitzgerald Parking Garage,1201 West Mt. Royal Ave.,MD,Baltimore,3/18/2011,21217,J1772,FREE,39.307469,-76.619217,public
394,ELEC,Win Kelly Dealership,12421 Auto Drive,MD,Clarksville,12/3/2011,21029,J1772,FREE,39.2112679,-76.941624,public
395,ELEC,TEN.M,10100 Twin Rivers Rd,MD,Columbia,1/23/2017,21044,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.2165937,-76.8684038,public
396,ELEC,2 Hopkins Apartments,2 Hopkins Plaza,MD,Baltimore,4/12/2017,21201,J1772,$2.00/Hr Parking Fee,39.288894,-76.6172399,public
397,ELEC,The Metropolitan Downtown Columbia,Town Center Avenue,MD,Columbia,11/18/2011,21044,J1772,FREE,39.214536,-76.8673634,public
398,ELEC,36 S. Charles St,36 S Charles Street,MD,Baltimore,8/28/2017,21201,J1772,FREE,39.2879203,-76.6155026,public
399,ELEC,LAZ Parking,17 E Conway St,MD,Baltimore,11/1/2017,21202,J1772,$1.00-$5.00/Hr Variable Parking Fee,39.2838341,-76.6139854,public
400,ELEC,President Street Parking Garage,815 E. Pratt Street,MD,Baltimore,12/20/2011,21202,J1772,FREE,39.286911,-76.6033829,public
401,ELEC,McHenry Row,1603 Whetstone Way,MD,Baltimore,10/3/2011,21230,J1772,$0.10/kWh Energy Fee,39.2690144,-76.5997877,public
402,ELEC,McHenry Row - East Garage,1631 Whetstone Way,MD,Baltimore,10/3/2011,21230,J1772,$0.10/kWh Energy Fee,39.26856357,-76.59919685,public
403,ELEC,Research Boulevard (Charging Stations),1803 Research Blvd,MD,Rockville,12/10/2014,20850,J1772,FREE,39.0984845,-77.1796859,public
404,ELEC,Rockville Town Center,44 Maryland Ave.,MD,Rockville,11/20/2014,20850,J1772,FREE,39.0842791,-77.15094091,public
405,ELEC,Maple Lawn - 8115,8115 Maple Lawn Blvd.,MD,Fulton,7/26/2016,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.1520206,-76.9026864,public
406,ELEC,Maple Lawn 4,8160 Maple Lawn Boulevard,MD,Fulton,6/13/2018,20759,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1492926,-76.9053992,public
407,ELEC,"7900 Washington Blvd., Jessup, MD 20794",7900 Washington Blvd.,MD,Jessup,12/23/2015,20794,J1772,FREE,39.1720712,-76.7867934,public
408,ELEC,"Walgreens - Brooklyn Park, MD #6007",5740 Ritchie Highway,MD,Brooklyn Park,1/10/2012,21225,J1772,$2.00/Hr Parking Fee,39.216143,-76.615116,public
409,ELEC,Fleet Lot,7201 Corporate Center Dr,MD,Hanover,11/9/2018,21076,J1772,FREE,39.1890522,-76.6983085,public
410,ELEC,BWI Airport - Daily Rooftop,7062 Elm Road,MD,Baltimore,5/15/2011,21240,J1772,FREE,39.18806,-76.67759,public
411,ELEC,BWI Airport - Daily Ground Floor,7062 Elm Road,MD,Baltimore,4/12/2011,21240,J1772,FREE,39.1869346,-76.6776287,public
412,ELEC,BWI Airport - Hourly Ground Floor,7062 Elm Road,MD,Baltimore,4/14/2011,21240,J1772,FREE,39.180144,-76.670086,public
413,ELEC,Randolph Plaza,57 Randolph RD,MD,Silver Spring,12/5/2016,20904,J1772,FREE,39.076167,-77.004377,public
414,ELEC,Potomac Place Shopping Center,10122 River Road,MD,Potomac,1/4/2012,20854,J1772,FREE,39.016489,-77.209277,public
415,ELEC,11200 Rockville Pike LLC,11200 Rockville Pike,MD,Rockville,3/14/2014,20852,J1772,FREE,39.0408693,-77.1104619,public
416,ELEC,The Elms At Shannon\'s Glen,7811 Shannon's Glen DR,MD,Jessup,8/23/2016,20794,J1772,"$0.00-$5.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.140761,-76.760309,public
417,ELEC,Lionsgate at Woodmont Corner Condo,7710 Woodmont Ave,MD,Bethesda,7/24/2017,20814,J1772,FREE,38.9868489,-77.0965435,public
418,ELEC,7201 Wisconsin Ave,7201 Wisconsin Ave,MD,Bethesda,6/27/2018,20814,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.13/kWh Energy Fee",38.98187158,-77.09250798,public
419,ELEC,"8737 Colesville Rd, LLC",8737 Colesville Road,MD,Silver Spring,8/15/2016,20910,J1772,FREE,38.998714,-77.0257707,public
420,ELEC,The Citron Apartments - Foulger-Pratt,815 Pershing Drive,MD,Silver Spring,2/3/2012,20910,J1772,FREE,38.9981068,-77.0239052,public
421,ELEC,Blair House,8201 16th St.,MD,Silver Spring,5/15/2011,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.991846,-77.034751,public
422,ELEC,The Blairs Shopping Center,1280 East-West Hwy,MD,Silver Spring,5/15/2011,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.99207106,-77.03287763,public
423,ELEC,Geico West Lot,4608 Willard Avenue,MD,Bethesda,2/15/2018,20815,J1772,$1.00/Hr Parking Fee,38.9611248,-77.0903933,public
424,ELEC,531704 - The Shops at Wisconsin Place,4412 Willard Avenue,MD,Chevy Chase,9/1/2018,20815,J1772,$1.50-$5.00/Hr Variable Parking Fee,38.9611607,-77.0873737,public
425,ELEC,Chesapeake Building,3115 Chesapeake Building,MD,College Park,8/8/2012,20742,J1772,FREE,38.998001,-76.941887,public
426,ELEC,Severn Building,5245 Greenbelt Road,MD,College Park,9/21/2011,20740,J1772,FREE,38.9980404,-76.9199156,public
427,ELEC,College Park Downtown Parking Garage,7308 Yale Avenue,MD,College Park,1/27/2017,20740,J1772,FREE,38.9804536,-76.9367647,public
428,ELEC,WashColl-Lot-B,300 Washington Avenue,MD,Chestertown,9/28/2011,21620,J1772,FREE,39.2180241,-76.0692262,public
429,ELEC,WashColl-Lot-D,300 Washington Avenue,MD,Chestertown,9/28/2011,21620,J1772,FREE,39.2180241,-76.0692262,public
430,ELEC,"Annex \""B\"" Classrooms",101 College Parkway,MD,Arnold,12/5/2018,21012,J1772,$1.00/Hr Parking Fee,39.0490132,-76.5167488,public
431,ELEC,PGC 1301 McCormick,1301 McCormick Drive,MD,Upper Marlboro,9/20/2017,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9091841,-76.8420572,public
432,ELEC,Springhill Suites Annapolis,189 Admiral Cochrane Drive,MD,Annapolis,6/24/2014,21401,J1772,FREE,38.9726981,-76.5492764,public
433,ELEC,Chesapeake HPAC,1000 College Circle,MD,Wye Mills,1/5/2015,21679,J1772,FREE,38.95135409,-76.08221413,public
434,ELEC,Hilton Garden Inn Waldorf,10385 O'Donnell Pl.,MD,Waldorf,5/20/2011,20603,J1772,FREE,38.619302,-76.93311,public
435,ELEC,Belmond the Inn at Perry Cabin,308 Watkins Lane,MD,Saint Michaels,5/9/2014,21663,J1772,FREE,38.790252,-76.2214708,public
436,ELEC,"Walgreens - La Plata, MD #10063",6300 Crane Highway,MD,La Plata,11/22/2011,20646,J1772,$2.00/Hr Parking Fee,38.538959,-76.983092,public
437,ELEC,W. College Ave. Lot H,222 West College Avenue,MD,Salisbury,5/19/2017,21801,J1772,FREE,38.3485762,-75.601699,public
438,ELEC,Perdue East,1101 Camden Ave.,MD,Salisbury,5/23/2011,21801,J1772,FREE,38.3444766,-75.6058571,public
439,ELEC,East of Market Apartments,100 Holling Dr,MD,Frederick,11/25/2014,21701,J1772,FREE,39.4309239,-77.4024166,public
449,ELEC,Frederick County Government,331 Montevue Lane,MD,Frederick,9/9/2014,21702,J1772,FREE,39.4327557,-77.4393568,public
450,ELEC,Hancock Western Rail Trail Parking Lot,2 Canal St,MD,Hancock,12/1/2019,21750,CHADEMO J1772COMBO,Free,39.698418,-78.178408,public
451,ELEC,Charles Plaza Garage - Tesla Destination,222 North Charles St,MD,Baltimore,4/23/2019,21201,TESLA,Free,39.291987,-76.615821,public
452,ELEC,Chester Plaza - Tesla Destination,7 Chester Plaza,MD,Chester,4/18/2019,21619,TESLA,Free,38.976475,-76.288568,public
453,ELEC,G&M Restaurant - Tesla Destination,804 N Hammonds Ferry Rd,MD,Linthicum,7/16/2019,21090,TESLA,Free,39.225034,-76.665832,public
464,ELEC,26300,133 National Business Parkway,MD,Annapolis Junction,12/11/2018,20701,J1772,$0.20/kWh Energy Fee,39.1243889,-76.774318,public
470,ELEC,Parsons Corp,7110 Samuel Morse Dr,MD,Columbia,1/9/2020,21046,J1772,Free,39.168437,-76.812615,public
472,ELEC,UMBC - Walker Avenue Garage,1000 Hilltop Cr,MD,Baltimore,2/10/2020,21250,J1772,Free,39.257426,-76.712476,public
473,ELEC,UMBC - Lot 9,1000 Hilltop Cr,MD,Baltimore,4/3/2020,21250,J1772,Free,39.25459,-76.715174,public
483,ELEC,Comfort Inn Shady Grove,16216 Frederick Road,MD,Gaithersburg,3/4/2014,20877,J1772,$0.49/kWh Energy Fee,39.1214784,-77.1772467,public
484,ELEC,Spinnaker Garage,707 President St,MD,Baltimore,8/8/2019,21202,J1772,FREE,39.2828701,-76.6010004,public
487,ELEC,Howard Square Apartments - Colonial Parking,7500 Hearthside Way,MD,Elkridge,12/20/2019,21075,J1772,Free,39.173343,-76.78312,public
488,ELEC,Howard Square Apartments - Verde West,7604 Hearthside Way,MD,Elkridge,12/20/2019,21075,J1772,Free,39.174324,-76.780879,public
489,ELEC,Howard Square Apartments - Verde East,7710 Hearthside Way,MD,Elkridge,12/20/2019,21075,J1772,Free,39.175034,-76.779284,public
490,ELEC,Oak Barrel Café,35206 National Pike NE,MD,Little Orleans,12/20/2019,21766,CHADEMO J1772 J1772COMBO,Free,39.70410071,-78.3286182,public
491,ELEC,MOM's Organic Market - Rockville,10 Upper Rock Circle,MD,Rockville,6/20/2017,20850,J1772,FREE,39.1134145,-77.1845173,public
493,ELEC,Main,4961 Tesla Drive,MD,Bowie,5/23/2019,20715,J1772,FREE,38.956517,-76.70764,public
498,ELEC,Rawlings Conservatory and Botanic Gardens,3100 Swann Dr,MD,Baltimore,11/2/2019,21217,J1772,Free,39.318525,-76.644954,public
499,ELEC,M&T Bank Stadium - Parking Lot C,1101 Russell St,MD,Baltimore,11/1/2019,21230,J1772,Parking fee,39.279097,-76.621094,public
500,ELEC,City of Hyattsville,4310 Gallatin St,MD,Hyattsville,11/1/2019,20781,CHADEMO J1772COMBO,"$2 initiation fee, 20 cents per minute.",38.952683,-76.941805,public
507,ELEC,Town of Ocean City - Convention Center,4001 Coastal Hwy,MD,Ocean City,6/1/2018,21842,CHADEMO J1772COMBO,Free; pay to park,38.365827,-75.072092,public
509,ELEC,"Hyatt Regency Chesapeake Bay Golf Resort, Spa And Marina",100 Heron Blvd,MD,Cambridge,5/8/2020,21613,J1772,free,38.561263,-76.046307,public
511,ELEC,Frederick Health Hospital,400 W 7th St,MD,Frederick,5/8/2020,21701,J1772,Free,39.423189,-77.415839,public
512,ELEC,Department of Environment,1801 McCormick Drive,MD,Upper Marlboro,3/19/2020,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9148413,-76.8451134,public
513,ELEC,HQ Bowie,4961 Tesla Dr,MD,Bowie,4/20/2015,20715,J1772,$0.00-$0.50/Hr Variable Parking Fee,38.9570814,-76.7077064,public
514,ELEC,Bethesda Row,4950 Elm Street,MD,Bethesda,5/7/2020,20814,J1772,Free,38.981849,-77.097914,public
515,ELEC,Linganore Winecellars - Tesla Destination,13601 Glissans Mill Rd,MD,Mt Airy,10/18/2019,21771,TESLA,Free,39.422768,-77.193238,public
522,ELEC,6116 Executive Blvd,6116 Executive Boulevard,MD,Rockville,4/22/2019,20852,J1772,FREE,39.0480505,-77.1260282,public
524,ELEC,Watkins Park,615 Center St,MD,Mt. Airy,7/2/2020,21771,TESLA,free,39.375592,-77.145778,public
529,ELEC,PGC 9400 Peppercorn,9400 Peppercorn Place,MD,Upper Marlboro,7/9/2020,20774,J1772,$1.00/Hr Parking Fee,38.913537,-76.8434696,public
530,ELEC,Sport Chevrolet,3101 Automobile Blvd,MD,Silver Spring,7/10/2020,20904,J1772,Free,39.081139,-76.947254,public
538,ELEC,Elkridge Fire Station #1,5700 Rowanberry Drive,MD,Elkridge,6/19/2018,21075,J1772,FREE,39.2105483,-76.7372062,public
562,ELEC,Common Market Co-op 7th Street,927 West 7th Street,MD,Frederick,10/3/2020,21701,J1772,FREE,39.4274836,-77.4152472,public
568,ELEC,Frederick,5273 Buckeystown Pike,MD,Frederick,8/26/2020,21703,J1772,FREE,39.3759198,-77.412834,public
573,ELEC,Windridge Vineyard,15700 Darnestown Rd,MD,Darnestown,6/26/2020,20874,J1772,$0.20/kWh Energy Fee,39.12312,-77.32573,public
582,ELEC,Greenmount Bowl - Tesla Destination,1625 N Main St,MD,Hampstead,10/21/2019,21074,TESLA,Free,39.62023,-76.856198,public
583,ELEC,John Hopkins University - Tesla Destination,3101 Wyman Park Dr,MD,Baltimore,4/20/2018,21218,J1772 TESLA,Free,39.3258398,-76.6217496,public
584,ELEC,Kitty Knight - Tesla Destination,14028 Augustine Herman Hwy,MD,Georgetown,9/19/2019,21930,TESLA,Free,39.36095,-75.880319,public
585,ELEC,Town of Centreville - Tesla Destination,101 Lawyers Row,MD,Centreville,8/29/2019,21617,J1772 TESLA,Free,39.044755,-76.0656196,public
586,ELEC,Two Wisconsin Circle - Tesla Destination,2 Wisconsin Cir,MD,Chevy Chase,11/21/2013,20815,TESLA,Free,38.96197,-77.085332,public
587,ELEC,Washington College - Tesla Destination,300 Washington Avenue,MD,Chestertown,6/11/2019,21620,J1772 TESLA,Free,39.2170867,-76.0688146,public
588,ELEC,Westfield Annapolis - Nordstroms Parking - Tesla Destination,2002 Annapolis Mall Rd,MD,Annapolis,11/22/2016,21401,J1772 TESLA,Free,38.991254,-76.542499,public
589,ELEC,"BP - Clear Spring, MD",12911 Clear Spring Rd,MD,Clear Spring,11/9/2020,21722,CHADEMO J1772COMBO,$0.50 per kWh,39.653757,-77.927112,public
596,ELEC,Best Western Hotel and Conference Center,5625 O'Donnell St,MD,Baltimore,7/31/2014,21224,CHADEMO J1772COMBO,Free,39.2803474,-76.54722773,public
733,ELEC,Robert Morris Inn,314 N Morris St,MD,Oxford,1/18/2021,21654,J1772,Free,38.692832,-76.173983,public
734,ELEC,Causeway Park,110 Oxford Rd,MD,Oxford,1/18/2021,21654,J1772,Free,38.68406,-76.169776,public
740,ELEC,Town of Easton - Brewers Lane Parking,109 Brewers Ln,MD,Easton,1/25/2021,21601,J1772 TESLA,Free,38.777042,-76.074308,public
744,ELEC,GERMANTOWN MAIN OFFICE,12774 Wisteria Dr,MD,Germantown,1/15/2021,20874,J1772,Free,39.174758,-77.267555,private
745,ELEC,Census,4600 Silver Hill Rd,MD,Suitland,1/15/2021,20746,J1772,Free,38.84591,-76.928745,private
768,ELEC,FDA White Oak Campus,East Loop Rd,MD,Silver Spring,1/15/2021,20993,J1772,$0.13 per kWh,39.036766,-76.979409,private
769,ELEC,Joint Base Andrews,3320 Pennsylvania Ave,MD,Andrews AFB,1/15/2021,20762,J1772,Free,38.7965,-76.8836,private
804,ELEC,Ashland Garage,900 N Washington Street,MD,Baltimore,8/5/2019,21205,J1772,Free,39.30118,-76.59019,public
806,ELEC,PGC 1400 McCormick,1400 McCormick Drive,MD,Upper Marlboro,4/1/2021,20774,J1772,$0.00-$1.00/Hr Variable Parking Fee,38.9085172,-76.8459243,public
813,ELEC,Falls Grove Office Center,14955 Shady Grove Rd,MD,Rockville,10/14/2020,20850,J1772,Free,39.101127,-77.191261,public
834,ELEC,"Walgreens - Forest Hill, MD #9926",2016 Rock Spring Rd,MD,Forest Hill,12/20/2013,21050,J1772,$2.00/Hr Parking Fee,39.5731928,-76.3851175,public
835,ELEC,Greenleigh FF - 6201,6201 Greenleigh Avenue,MD,Middle River,1/24/2018,21220,J1772,FREE,39.3606919,-76.4019353,public
858,ELEC,White Oak Medical Center Campus - Outside Parking,11890 Healing Way,MD,White Oak,8/11/2021,20904,J1772,Free,39.0495709,-76.9572484,public
859,ELEC,"Ocean Point, LTD - The Plaza",9800 Coastal Highway,MD,Ocean City,8/12/2021,21842,J1772,Free,38.411111,-75.056944,public
860,ELEC,White Oak Medical Center Campus - 5th Floor,11890 Healing Way,MD,White Oak,8/13/2021,20904,J1772,Free,39.048904,-76.95674,public
863,ELEC,The Tower Building,1101 Wootton Parkway,MD,Rockville,7/19/2018,20852,J1772,$1.50-$3.00/Hr Variable Parking Fee,39.067948,-77.1562346,public
871,ELEC,CALT Building,101 College Parkway,MD,Arnold,6/29/2015,21012,J1772,$1.00/Hr Parking Fee,39.0489086,-76.5165644,public
872,ELEC,Eldersburg Commons,6400 Ridge Road,MD,Sykesville,12/29/2014,21784,J1772,FREE,39.3974586,-76.9340852,public
873,ELEC,Beacon Place Apartments at the Kentlands,916 Beacon Square Court,MD,Gaithersburg,12/1/2014,20878,J1772,$0.20/kWh Energy Fee,39.1255188,-77.2428589,public
874,ELEC,Greenleigh @ Crossroads Bldg EE,6211 Greenleigh Avenue,MD,Middle River,12/20/2019,21220,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.3602427,-76.40545305,public
875,ELEC,Caroline Garage,1501 East Monument St.,MD,Baltimore,7/27/2015,21205,J1772,FREE,39.2981563,-76.5967227,public
876,ELEC,McElderry Garage Lower Level,1501 McElderry Street,MD,Baltimore,6/21/2016,21205,J1772,FREE,39.2969395,-76.5965132,public
877,ELEC,m. flats,10101 Twin Rivers Road,MD,Columbia,1/23/2017,21044,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.2153158,-76.8656661,public
878,ELEC,Orleans garage,1795 Orleans St,MD,Baltimore,7/27/2015,21231,J1772,FREE,39.2949489,-76.592286,public
879,ELEC,"Walgreens - Columbia, MD #11949",5585 Twin Knolls Rd,MD,Columbia,11/30/2011,21045,J1772,$2.00/Hr Parking Fee,39.219991,-76.839574,public
880,ELEC,Gaithersburg,10 Upper Rock Circle,MD,Rockville,6/20/2017,20850,J1772,FREE,39.1134145,-77.1845173,public
881,ELEC,312 Marshall Avenue,312 Marshall Avenue,MD,Laurel,3/19/2020,20707,J1772,"$0.00-$5.00/Hr Variable Parking Fee, $0.00-$0.25/kWh Variable Energy Fee",39.0975821,-76.852907,public
882,ELEC,8455 Colesville Road,8455 Colesville Road,MD,Silver Spring,5/2/2019,20910,J1772,FREE,38.9956338,-77.0297293,public
883,ELEC,1200 East West,1200 East West Highway,MD,Silver Spring,10/27/2014,20910,J1772,FREE,38.989735,-77.0294815,public
884,ELEC,"Walgreens - Randallstown, MD #6265",9110 Liberty Rd,MD,Randallstown,2/1/2012,21133,J1772,$2.00/Hr Parking Fee,39.369864,-76.8000069,public
885,ELEC,4600 East West Highway,4600 East West Highway,MD,Bethesda,3/13/2012,20814,J1772,FREE,38.9844519,-77.0928692,public
886,ELEC,Everly,97 Capital Court,MD,Largo,8/28/2020,20774,J1772,FREE,38.8924929,-76.841712,public
887,ELEC,Cumberland Sleep Inn & Suites,13320 Ali Ghan Road Northeast,MD,Cumberland,2/25/2016,21502,J1772,$2.00/Hr Parking Fee,39.6720991,-78.7157204,public
888,ELEC,Mount Washington Campus,"5801 Smith Avenue, Suite 1100",MD,Baltimore,1/31/2012,21209,J1772,FREE,39.3700905,-76.6554704,public
889,ELEC,MedStar Good Samaritan Hospital,5601 Loch Raven Blvd,MD,Baltimore,12/4/2013,21239,J1772,FREE,39.358132,-76.5873585,public
890,ELEC,UMBC - Stadium Lot,"Stadium Lot behind Warehouse, Hilltop Circle & Poplar Ave",MD,Baltimore,11/3/2011,21250,J1772,FREE,39.253321,-76.705762,public
891,ELEC,Maple Lawn 9,8120 Maple Lawn Boulevard,MD,Fulton,12/19/2019,20759,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1520052,-76.9035423,public
892,ELEC,Park Potomac HOA,12500 Park Potomac Ave.,MD,Potomac,10/14/2015,20854,J1772,"$0.00-$4.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",39.06018628,-77.15870193,public
893,ELEC,Park Potomac Building D,12435 Park Potomac Ave.,MD,Potomac,9/5/2021,20854,J1772,FREE,39.0596169,-77.157087,public
894,ELEC,J H @ Parkway,7231 Parkway Drive,MD,Hanover,7/23/2020,21076,J1772,FREE,39.173997,-76.7303521,public
895,ELEC,Annapolis Junction-10170,10170 Junction Drive,MD,Annapolis Junction,1/24/2018,20701,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.1240872,-76.7939661,public
896,ELEC,The Pearl,180 High Park Ln,MD,Silver Spring,9/5/2021,20910,J1772,$1.00-$2.00/Hr Variable Parking Fee,38.9913212,-77.03384835,public
897,ELEC,197 5 Story,231 Najoles Road,MD,Millersville,1/24/2018,21108,J1772,$0.50-$0.75/Hr Variable Parking Fee,39.095502,-76.629707,public
898,ELEC,"HLSB, Parking Lot M",101 College Parkway,MD,Arnold,4/10/2019,21012,J1772,$1.00/Hr Parking Fee,39.0490696,-76.516773,public
899,ELEC,"Walgreens - Waldorf, MD #9032",25 High Street,MD,Waldorf,11/22/2011,20602,J1772,$2.00/Hr Parking Fee,38.602321,-76.904329,public
900,ELEC,Annapolis Corporate-181,181 Harry S Truman Parkway,MD,Annapolis,9/5/2021,21401,J1772,$0.50-$0.75/Hr Variable Parking Fee,38.97782908,-76.56005884,public
901,ELEC,MOM's Organic Market - Frederick,5273 Buckeystown Pike,MD,Frederick,1/5/2015,21704,J1772,FREE,39.3759198,-77.412834,public
902,ELEC,SHA - Hartford County,1400 Belcamp Road,MD,Belcamp,6/22/2011,21017,J1772,FREE,39.483421,-76.247386,public
903,ELEC,Howard County Government - Dorsey Building,9250 Bendix Rd.,MD,Columbia,5/5/2011,21045,J1772,FREE,39.236994,-76.827476,public
904,ELEC,Hawthorn Center,6175 Sunny Spring,MD,Columbia,12/10/2019,21044,J1772,$0.20/kWh Energy Fee,39.2071996,-76.8837771,public
905,ELEC,MOM's Organic Market - Gaithersburg,10 Upper Rock Circle,MD,Rockville,1/10/2017,20850,J1772,FREE,39.1134145,-77.1845173,public
906,ELEC,Wildwood Medical Center,10401 Old Georgetown Road,MD,Bethesda,11/27/2020,20814,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.0760643,-77.1372362,public
907,ELEC,Knighton Garage,1-A Colonial Avenue,MD,Annapolis,9/28/2011,21401,J1772,FREE,38.976809,-76.4993889,public
908,ELEC,Main SEMA Location,4961 Tesla Drive,MD,Bowie,11/24/2011,20715,J1772,FREE,38.956993,-76.7078005,public
909,ELEC,"Walgreens - Bel Air, MD #12748",1201 East Churchville Rd,MD,Bel Air,12/8/2020,21014,J1772,$2.00/Hr Parking Fee,39.5416769,-76.3300768,public
910,ELEC,IVT Shops at Town Center Germantown LLC,19718 Germantown Road,MD,Germantown,12/30/2011,20874,J1772,FREE,39.1807395,-77.2662729,public
911,ELEC,Middlebrook Square Shopping Ctr,11500 Middlebrook Road,MD,Germantown,11/27/2020,20876,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.1792546,-77.2394376,public
912,ELEC,Union Wharf,915 S. Wolfe Street,MD,Baltimore,12/27/2013,21231,J1772,FREE,39.28121,-76.588695,public
913,ELEC,Fallsgrove Plaza,14995 Shady Grove Road,MD,Rockville,10/3/2016,20850,J1772,"$1.00-$3.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",39.1011405,-77.190535,public
914,ELEC,McHenry Row - West Garage,1630 Whetstone Way,MD,Baltimore,10/3/2011,21230,J1772,$0.10/kWh Energy Fee,39.26927344,-76.60020429,public
915,ELEC,8840 Stanford Blvd,8840 Stanford Boulevard,MD,Columbia,8/27/2019,21045,J1772,FREE,39.1896044,-76.8151959,public
916,ELEC,2000 Tower Oaks,2000 Tower Oaks Boulevard,MD,Rockville,8/28/2017,20852,J1772,$0.55-$1.00/Hr Variable Parking Fee,39.066178,-77.153254,public
917,ELEC,Horn Point Marina,105 Eastern Ave,MD,Annapolis,9/7/2021,21403,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.35/kWh Energy Fee",38.969882,-76.47619,public
918,ELEC,Community Resources,7932 Oppossumtown Pike,MD,Frederick,9/16/2014,21702,J1772,FREE,38.536855,-76.584724,public
919,ELEC,Dulaney Center Parking Garage,855 Southerly Road,MD,Towson,8/28/2020,21204,J1772,$0.00-$5.00/Hr Variable Parking Fee,39.406849,-76.599635,public
920,ELEC,"Walgreens - Baltimore, MD #5331",8050 Liberty Rd,MD,Baltimore,11/23/2011,21244,J1772,$2.00/Hr Parking Fee,39.354115,-76.756714,public
921,ELEC,H.C.L.P. WRP,8900 Greenwood Place,MD,Savage,9/24/2013,20763,J1772,FREE,39.1255617,-76.8126149,public
922,ELEC,Cromwell Center,810 Gleneagles Court,MD,Towson,9/8/2021,21286,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.4028716,-76.5738872,public
923,ELEC,Ashland Garage Level 6,900 North Washington Street,MD,Baltimore,4/16/2018,21205,J1772,FREE,39.301179,-76.5901802,public
924,ELEC,Ashland Garage,900 N Washington St,MD,Baltimore,11/28/2011,21213,J1772,FREE,39.3003743,-76.5897116,public
925,ELEC,Washington Blvd,9711 Washingtonian Boulevard,MD,Gaithersburg,9/8/2021,20878,J1772,$1.00-$10.00/Hr Variable Parking Fee,39.111969,-77.191232,public
926,ELEC,Twin Oaks Shopping Center,711 Hungerford Drive,MD,Rockville,11/27/2020,20850,J1772,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",39.0930982,-77.1528855,public
927,ELEC,Maple Lawn 10 - 8110,8110 Maple Lawn Boulevard,MD,Fulton,1/24/2018,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.1525773,-76.9028133,public
928,ELEC,Maple Lawn,8160 Maple Lawn Blvd,MD,Fulton,9/8/2021,20759,J1772,$0.50-$0.95/Hr Variable Parking Fee,39.14958699,-76.90562507,public
